county,hospital_name,transit_options,num_transit_options
Sacramento,Mercy General Hospital,"['J St & 40th St (WB)', 'J St + 40th St', 'J St & 40th St (EB)', 'J St + 39th St', 'J St & 39th St (EB)', 'J St & 39th St (WB)', 'J St + 39th St', 'J St & 38th St (WB)', 'J St + 38th St', 'J St + 37th St', 'J St & 37th St (EB)', 'J St + 43rd St', 'J St & 43rd St (WB)', 'J St + 43rd St', 'J St & 43rd St (EB)', 'J St & 36th St (WB)', 'J St + 36th St', 'J St & 35th St (EB)', 'J St + 35th St', 'Mckinley + 37th St']",20
Sacramento,Methodist Hospital of Sacramento,"['Timberlake Wy & Hospital Dr (SB)', 'Timberlake Way & Hospital Dr (SB)', 'Bruceville Rd & Hospital Dr (NB)', 'Bruceville Rd & Timberlake Way (NB)', 'Timberlake Wy & Richardson Ct (SB)', 'Timberlake Wy + Bruceville Rd', 'Timberlake Wy & Bruceville Rd (EB)', 'Timberlake Wy & Bruceville Rd (WB)', 'Bruceville Rd & Timberlake Way (NB)', 'Bruceville + Timberlake N', 'Bruceville Rd & Alpine Frost Dr (SB)', 'Bruceville Rd & Cosumnes Blvd (NB)', 'Calvine Rd & Bruceville Rd (EB)', 'Wyndham + Bruceville', 'Wyndham Dr & Bruceville Rd (EB)', 'Wyndham Dr & Bruceville Rd (WB)', 'Wyndham + Bruceville', 'Wyndham + Lindbrook', 'Wyndham Dr & Lindbrook Way (EB)', 'Wyndham + Lindbrook W']",20
Sacramento,UC Davis Medical Center,"['Stockton Blvd & X St (NB)', 'Stockton Blvd & X St (SB)', 'Stockton Blvd & Colonial Way (SB)', 'Stockton Blvd & Colonial Way (NB)', 'T St & 42nd St (EB)', 'T St & 43rd St (WB)', 'T St & 42nd St (WB)', 'Stockton Blvd & Miller Way (SB)', 'T St & 45th St (EB)', 'T St & 45th St (WB)', 'Stockton Blvd & 2nd Ave (NB)', '45th Street & Y Street (NB)', 'T St & 39th St (EB)', 'Y Street & 45th', '39th St & T St (NB)', 'Stockton Blvd & 2nd Ave (SB)', 'Stockton + 02nd Ave', 'T St & 48th St (WB)', '39th Street', 'Stockton Blvd & 3rd Ave (NB)']",20
Sacramento,Sutter Medical Center | Ose Adams Medical Pavilion,"['L St & 28th St (WB)', 'L St. & 29th St.', '29th St & K St (SB)', '30th St & L St (NB)', '30th St & Capitol Ave (NB)', '29th St & N St (SB)', 'J St & 28th St (EB)', 'J St + 28th St', 'L St & 26th St (WB)', 'J St & 27th St (EB)', '29th St + J St', '29th St & J St (SB)', '30th St & N St (NB)', 'Alhambra Blvd & K St (SB)', '30th St + J St', '30th St & J St (NB)', 'J St + Alhambra', 'J St & Alhambra Blvd (EB)', 'J St + 25th St', 'J St & 25th St (EB)']",20
Sacramento,Sacramento VA Medical Center,"['Peter A Mccuen & Mather Field Rd (EB)', 'Mather Field Rd & Peter A Mccuen Blvd (NB)', 'Data Dr + International Dr', 'Data Dr & International Dr (NB)', 'Bleckley St + Schirra Ave', 'Bleckley St & Schirra Ave (SB)', 'Bleckely St & Schirra Ave (NB)', 'Armstrong Ave & Whitehead St (WB)', 'Armstrong & Von Karman (EB)', 'International Dr & Femoyer St (WB)', 'Schriever Ave & Peter A Mccuen Blvd (NB)', 'Femoyer St & International Dr (SB)', 'Schriever Ave & Peter A Mccuen Blvd', 'Delbellevue St & Peter A Mccuen Blvd (SB)', 'Data Dr & Reserve Dr (NB)', 'Matherfield Rd + Rockingham', 'Matherfield Rd & Rockingham (NB)', 'Rockingham Dr + Mather Field Rd', 'Rockingham Dr & Mather Field Rd (WB)', 'Rockingham Dr + Old Placerville Rd']",20
Sacramento,Mercy San Juan Medical Center,"['Coyle Ave & St Charles Dr (EB)', 'Coyle + St Charles E', 'Coyle Ave & St Charles Dr (EB)', 'Coyle + Milburn', 'Coyle Ave & Milburn St (EB)', 'Coyle Ave & Park Oaks Dr (WB)', 'Coyle + Park Oaks', 'Coyle + Southbrook', 'Coyle Ave & Southbrook Way (WB)', 'Coyle + St Charles', 'Coyle Ave & St Charles Dr (EB)', 'Coyle + Hesper', 'Coyle Ave & Hesper Way (EB)', 'Coyle Ave & Dewey Dr (WB)', 'Coyle + Dwey', 'Coyle + Hesper', 'Coyle Ave & Hesper Way (WB)', 'Dewey Dr + 5915 Dewey', 'Dewey Dr & 5915 (SB)', 'Dewey Dr & Stratton Ave (NB)']",20
Sacramento,UC Davis Health,"['Stockton Blvd & X St (NB)', 'Stockton Blvd & X St (SB)', 'Stockton Blvd & 2nd Ave (NB)', '45th Street & Y Street (NB)', 'Y Street & 45th', 'Stockton Blvd & 2nd Ave (SB)', 'Stockton + 02nd Ave', 'Stockton Blvd & Colonial Way (SB)', 'Stockton Blvd & Colonial Way (NB)', 'Stockton Blvd & 3rd Ave (NB)', 'T St & 42nd St (EB)', 'T St & 45th St (EB)', 'T St & 45th St (WB)', 'T St & 43rd St (WB)', 'Stockton Blvd & 3rd Ave (SB)', 'Stockton + 03rd Ave', 'T St & 42nd St (WB)', 'Stockton Blvd & Miller Way (SB)', 'T St & 48th St (WB)', 'T St & 48th St (EB)']",20
Sacramento,Kaiser Permanente South Sacramento Medical Center,"['Wyndham + Lindbrook W', 'Wyndham Dr & Lindbrook Way (WB)', 'Wyndham + Lindbrook', 'Wyndham Dr & Lindbrook Way (EB)', 'Bruceville Rd & Alta Valley Way (WB)', 'Alta Valley + Bruceville', 'Alta Valley Way & Bruceville Rd (NB)', 'Wyndham + Bruceville', 'Wyndham Dr & Bruceville Rd (WB)', 'Bruceville + Valley Hi', 'Bruceville Rd & Valley Hi Dr (EB)', 'Wyndham + Valley Hi', 'Wyndham Dr & Valley Hi Dr (WB)', 'Wyndham + Bruceville', 'Wyndham Dr & Bruceville Rd (EB)', 'Wyndham Dr & Valley Hi Dr (EB)', 'Valley Hi + Bamford', 'Valley Hi Dr & Bamford Dr (SB)', 'Alta Valley Way & Mack Rd (SB)', 'Valley Hi + Grandstaff']",20
Sacramento,Vibra Hospital of Sacramento,[],0
Sacramento,Emergency Room - Methodist Hospital of Sacramento,"['Timberlake Way & Hospital Dr (SB)', 'Timberlake Wy & Hospital Dr (SB)', 'Timberlake Wy & Richardson Ct (SB)', 'Bruceville Rd & Hospital Dr (NB)', 'Bruceville Rd & Timberlake Way (NB)', 'Timberlake Wy + Bruceville Rd', 'Timberlake Wy & Bruceville Rd (EB)', 'Timberlake Wy & Bruceville Rd (WB)', 'Bruceville Rd & Timberlake Way (NB)', 'Bruceville + Timberlake N', 'Bruceville Rd & Alpine Frost Dr (SB)', 'Bruceville Rd & Cosumnes Blvd (NB)', 'Calvine Rd & Bruceville Rd (EB)', 'Wyndham + Bruceville', 'Wyndham Dr & Bruceville Rd (EB)', 'Wyndham Dr & Bruceville Rd (WB)', 'Wyndham + Bruceville', 'Wyndham + Lindbrook', 'Wyndham Dr & Lindbrook Way (EB)', 'Wyndham + Lindbrook W']",20
Sacramento,Sutter Medical Center | Anderson Lucchetti Women's & Children's Center,"['L St. & 29th St.', 'L St & 28th St (WB)', '29th St & K St (SB)', '30th St & Capitol Ave (NB)', '30th St & L St (NB)', '29th St & N St (SB)', '30th St & N St (NB)', 'Alhambra Blvd & K St (SB)', 'J St & 28th St (EB)', 'J St + 28th St', 'L St & 26th St (WB)', '29th St + J St', '29th St & J St (SB)', 'J St & 27th St (EB)', '30th St + J St', '30th St & J St (NB)', 'J St + Alhambra', 'J St & Alhambra Blvd (EB)', '29th St & P St (SB)', '30th St & P St (NB)']",20
Sacramento,Shriners Children's Northern California,"['Stockton Blvd & 2nd Ave (NB)', '45th Street & Y Street (NB)', 'Stockton Blvd & X St (NB)', 'Y Street & 45th', 'Stockton Blvd & 2nd Ave (SB)', 'Stockton + 02nd Ave', 'Stockton Blvd & X St (SB)', 'Stockton Blvd & 3rd Ave (NB)', 'Stockton Blvd & 3rd Ave (SB)', 'Stockton Blvd & Colonial Way (SB)', 'Stockton + 03rd Ave', 'Stockton Blvd & Colonial Way (NB)', 'T St & 45th St (EB)', 'T St & 45th St (WB)', 'T St & 42nd St (EB)', 'T St & 43rd St (WB)', 'T St & 42nd St (WB)', 'Stockton Blvd & Miller Way (SB)', 'T St & 48th St (WB)', 'T St & 48th St (EB)']",20
Sacramento,"Sutter Medical Center, Sacramento","['L St. & 29th St.', 'L St & 28th St (WB)', '29th St & K St (SB)', '30th St & Capitol Ave (NB)', '30th St & L St (NB)', '29th St & N St (SB)', '30th St & N St (NB)', 'Alhambra Blvd & K St (SB)', 'J St & 28th St (EB)', 'J St + 28th St', 'L St & 26th St (WB)', '29th St + J St', '29th St & J St (SB)', 'J St & 27th St (EB)', '30th St + J St', '30th St & J St (NB)', 'J St + Alhambra', 'J St & Alhambra Blvd (EB)', '29th St & P St (SB)', '30th St & P St (NB)']",20
Sacramento,Hospital,"['J St & 40th St (WB)', 'J St + 40th St', 'J St + 39th St', 'J St & 39th St (EB)', 'J St & 40th St (EB)', 'J St & 39th St (WB)', 'J St + 39th St', 'J St & 38th St (WB)', 'J St + 38th St', 'J St + 37th St', 'J St & 37th St (EB)', 'J St + 43rd St', 'J St & 43rd St (WB)', 'J St + 43rd St', 'J St & 43rd St (EB)', 'J St + 36th St', 'J St & 36th St (WB)', 'J St & 35th St (EB)', 'J St + 35th St', 'J St & 35th St (WB)']",20
Sacramento,Mercy Hospital of Folsom,"['Creekside Dr & 1650 Creekside Dr (EB)', 'Creekside Dr & 1617 Creekside Dr (WB)', 'Creekside Dr & E Bidwell St (WB)', 'Creekside Dr & 1600 Creekside Dr (EB)', 'Creekside Dr & 1715 Creekside Dr (WB)', 'E Bidwell St & Blue Ravine Rd (NB)', 'Creekside Dr & 1780 Creekside Dr (EB)', 'Creekside Dr & Oak Ave Pkwy (WB)', 'Creekside Dr & Oak Ave Pkwy (EB)', 'E Bidwell St & Montrose Dr (SB)', 'Oak Ave Pkwy & Creekside Dr (SB)', 'Oak Ave Pkwy & North Lexington Dr (NB)', 'Oak Ave Pkwy & N Lexington Dr (NB)', 'N Lexington Dr & Ainsworth Way (EB)', 'Oak Ave Pkwy & S. Lexington Dr (SB)', 'Oak Ave Pkwy & Oak Ave Pkwy (SB)', 'Blue Ravine Rd & School Street (WB)']",17
Sacramento,Sacramento Medical Center,"['Response + Exposition Blvd', 'Response Rd & Challenge Way (EB)', 'Heritage Ln & Response Rd (NB)', 'Heritage + Response-Kaiser Med Center', 'Heritage + Response', 'Heritage Ln & Response Rd (SB)', 'Response Rd & Challenge Rd (WB)', 'Challenge + Response', 'Challenge Way & Response Rd (SB)', 'Challenge + Response', 'Challenge Way & Response Rd (NB)', 'Heritage Ln & Exposition Blvd (NB)', 'Expo + Heritage', 'Exposition Blvd & Heritage Ln (WB)', 'Arden Way & Heritage Ln (WB)', 'Arden + Heritage', 'Arden Fair + Terminal', 'Arden Fair Mall & Terminal (NB)', 'Exposition Blvd & Response Rd (WB)', 'Arden Way & Challenge Way (WB)']",20
Sacramento,Sierra Vista Hospital,"['Bruceville Rd & Timberlake Way (NB)', 'Bruceville + Timberlake N', 'Timberlake Wy + Bruceville Rd', 'Timberlake Wy & Bruceville Rd (EB)', 'Bruceville Rd & Hospital Dr (NB)', 'Wyndham + Bruceville', 'Wyndham Dr & Bruceville Rd (EB)', 'Wyndham Dr & Bruceville Rd (WB)', 'Wyndham + Bruceville', 'Timberlake Wy & Hospital Dr (SB)', 'Timberlake Way & Hospital Dr (SB)', 'Wyndham + Lindbrook', 'Wyndham Dr & Lindbrook Way (EB)', 'Wyndham + Lindbrook W', 'Wyndham Dr & Lindbrook Way (WB)', 'Timberlake Wy & Richardson Ct (SB)', 'Bruceville Rd & Timberlake Way (NB)', 'Timberlake Wy & Bruceville Rd (WB)', 'Bruceville Rd & Alpine Frost Dr (SB)', 'Elsie + Stockton']",20
Sacramento,Woodland Memorial Hospital,"['Cottonwood at W. Gibson NB', 'Cottonwood at W. Gibson SB', 'W. Gibson at Amherst WB', 'W. Gibson at Amherst EB', 'W. Gibson at Midway WB', 'W. Gibson at Midway EB', 'Cottonwood at W. Southwood SB', 'Cottonwood at W. Southwood NB', 'W. Gibson at West WB', 'Gibson at West', 'Cottonwood at W. Cross SB', 'Cottonwood at W. Cross NB']",12
Sacramento,Sutter Roseville Medical Center,"['N Sunrise Ave & E Roseville Pkwy (NB)', 'E Roseville Pkwy & N Sunrise Ave (WB)', 'N Sunrise Ave & E Roseville Pkwy (SB)', 'Roseville Pkwy & Taylor Rd (WB)']",4
Sacramento,Heritage Oaks Hospital,"['Auburn + Jones E', 'Auburn Blvd & Jones Rd (EB)', 'Auburn Blvd & Jones Rd (WB)', 'Auburn + Jones W', 'Auburn + Norris', 'Auburn Blvd & Norris Ave (EB)', 'Auburn Blvd & Norris Ave (WB)', 'Auburn + Norris', 'Auburn Blvd & Orange Grove Ave (WB)', 'Orange Grove Ave & Auburn Blvd (EB)', 'Orange Grove Ave & Pasadena Ave (WB)', 'Orange Gr + Pasadena F', 'Orange Grove Ave & Pasadena Ave (EB)', 'Auburn Blvd & Pasadena Ave (WB)', 'Auburn Blvd & Pasadena Ave (EB)']",15
Calaveras,Mark Twain St. Joseph's Hospital,"['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Dignity Health - Mark Twain Medical Center,"['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Adventist Health Sonora,"['Adventist Health Hospital', 'Sonora Plaza', 'Timberhills Shopping Center (Upper Savemart)', 'Sonora Skate Park', 'Old Wards Ferry Road/ Walmart Tire Service', 'Crossroads Shopping Center (Walmart)', ""Gus's Steak House"", 'Sonora Post Office', ""Lowe's/Old Wards Ferry"", 'Probation Department', 'Mono Way at Fir Drive', 'Heritage Inn']",12
Calaveras,Sutter Amador Hospital,"['Sutter/Amador Hospital', 'CVS Pharmacy', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Broadway & Clinton', 'Broadway & Clinton', 'Petkovitch Park - Water St', 'Broadway & Clinton', 'Petkovich Park @ Broadway', 'Petkovitch Park - Water St (opp.)', 'Main St. - Chamber of Commerce', '150 Main St', 'DMV/ Regal Theater/ Holiday Inn']",14
Calaveras,Emergency Room at Dignity Health - Mark Twain Medical Center,"['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Mark Twain St. Joseph's Hospital Emergency Care,"['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Emanuel Medical Center,"['Olive & Hawkeye', 'Hawkeye & Denair', 'Delbon & Olive', 'Olive & North', 'Colorado & Waldorf', 'Tuolumne & Olive', 'Hawkeye & Olive', 'Hawkeye & Colorado', 'Olive & Hawkeye', 'Hawkeye & Denair', 'Hawkeye & Denair', 'Colorado & Escondido', 'Olive & Wayside', 'Geer & North', 'Geer & North', 'Hawkeye & Geer', 'Geer & Pedras', 'Colorado & Main', 'Geer & Hawkeye']",19
Calaveras,San Joaquin General Hospital,"['Old Hospital Cir & North Loop Rd', 'Sj Cnty Hospital', 'Freedom Rd & Matthews Rd SB', 'Mathews Rd & Freedom Rd FS/EB', 'Mathews Rd & Migrant Center EB', 'Va Clinic & Manthey Rd', 'Hospital Rd & El Dorado St FS/WB', 'El Dorado & Hospital Rd FS/NB', 'El Dorado & French Camp NS/NB', 'El Dorado & French Camp NS/SB', 'Mathews Rd & Bright Rd FS/WB']",11
Calaveras,"Dignity Health Family Medical Center - Copperopolis, CA",[],0
Calaveras,"Dignity Health Family Medical Center - San Andreas, CA","['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Sacramento VA Medical Center,"['Peter A Mccuen & Mather Field Rd (EB)', 'Mather Field Rd & Peter A Mccuen Blvd (NB)', 'Data Dr + International Dr', 'Data Dr & International Dr (NB)', 'Bleckley St + Schirra Ave', 'Bleckley St & Schirra Ave (SB)', 'Bleckely St & Schirra Ave (NB)', 'Armstrong Ave & Whitehead St (WB)', 'Armstrong & Von Karman (EB)', 'International Dr & Femoyer St (WB)', 'Schriever Ave & Peter A Mccuen Blvd (NB)', 'Femoyer St & International Dr (SB)', 'Schriever Ave & Peter A Mccuen Blvd', 'Delbellevue St & Peter A Mccuen Blvd (SB)', 'Data Dr & Reserve Dr (NB)', 'Matherfield Rd + Rockingham', 'Matherfield Rd & Rockingham (NB)', 'Rockingham Dr + Mather Field Rd', 'Rockingham Dr & Mather Field Rd (WB)', 'Rockingham Dr + Old Placerville Rd']",20
Calaveras,Marshall Hospital,"['Marshall Hospital', 'Fowler Way', 'Midtown Mall', 'Old Placerville City Hall', 'Broadway at Carson Rd.', 'Placerville Station Transfer Center', 'Eskaton Village Placerville']",7
Calaveras,Oak Valley Hospital,"['W. F St. & Oak Ave.', 'W F St & S Oak Ave', 'W F St & N Oak Ave', 'W F St & Lee Ave', 'W F St & Lee Ave', 'W F St & Willowood Ave', 'W F St & Willowood Ave']",7
Calaveras,Calaveras County Public Health,"['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Memorial Medical Center,"['Coffee Rd. & Coolidge Ave.', 'Orangeburg Ave. & Coffee Rd.', 'Coffee Rd & Briggsmore Ave', 'Coffee Rd & Norwegian Ave', 'Coffee Rd & Coolidge Ave', 'Coffee Rd & Coolidge Ave', 'Coffee Rd & Celeste Dr', 'Coffee Rd. & Athens Ave.', 'Orangeburg Ave & Gary Ln', 'Orangeburg Ave & Coffee Rd', 'Coffee Rd & Orangeburg Ave', 'Coffee Rd & Orangeburg Ave', 'Orangeburg Ave & Coffee Rd', 'Coffee Rd & Athens Ave', 'Orangeburg Ave & Lorry Ave', 'Orangeburg Ave & Allen Dr', 'Coffee Rd & Athens Ave', 'Orangeburg Ave & Morene Ave', 'Orangeburg Ave & El Vecino Ave', 'Orangeburg Ave & Yarmouth Dr']",20
Calaveras,Dignity Health Hospital - Mercy Medical Center,"['Mercy Medical Center', 'G St and Mercy Ave', 'Mansionette @ Kingfisher', 'G St @ University/Tri College Center', 'Mercy Ave @ Paulson Rd (westbound)', 'Mansionette @ Redwing/St Patricks Temporary stop', 'UC Merced Parking Lot (Merced College)', 'Yosemite Ave @ G st (eastbound)', 'Yosemite Av @ Steamboat', 'Yosemite Ave @ Cordova Ave (eastbound)', 'G St @ Yosemite (southbound)']",11
Calaveras,Outpatient Specialty Center,"['San Andreas - Government Center', 'San Andreas - Treats']",2
Calaveras,Memorial Hospital Los Banos,"['Los Banos Memorial Hospital (westbound)', 'Los Banos Memorial Hospital (eastbound)', 'F St @ 4th/County Offices']",3
Calaveras,Dignity Health - St. Joseph's Medical Center,"['California St & Walnut FS/SB', 'California St & Wyandotte St FS/SB', 'California St & Wyandotte St FS/NB', 'California St & Vine FS NB', 'California St & Vine St FS/SB', 'El Dorado & Sperry FS NB', 'El Dorado & Willow NS/NB', 'El Dorado & Wyandotte NS/NB', 'California St & Magnolia St FS/NB', 'California St & Hampton St FS/SB', 'California St & Magnolia St FS/SB', 'Center St & Harding FS SB', 'California St & Geary MB/NB', 'Magnolia St & Aurora St', 'California St & Ellis Street SB FS', 'El Dorado & Adams FS/NB', 'El Dorado & Castle NS SB', 'El Dorado & Acacia FS/NB', 'Airport Wy & Harding Wy NS/NB', 'Airport Wy & Harding FS/SB']",20
Calaveras,Kaiser Permanente Manteca Medical Center,"['W. Yosemite Ave At St Dominics Dr', 'Winters Dr at Yosemite Ave', 'Thomas St At Enrico Ln', 'Crom St at Silverado Dr', 'W. Yosemite Ave At Union Rd', 'W. Yosemite Ave At Union Rd', 'Fishback Rd At Wawona St', 'Fishback Rd @ Wawona St.']",8
Colusa,Colusa Medical Center,[],0
Amador,Sutter Amador Hospital,"['Sutter/Amador Hospital', 'CVS Pharmacy', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Broadway & Clinton', 'Broadway & Clinton', 'Petkovitch Park - Water St', 'Broadway & Clinton', 'Petkovich Park @ Broadway', 'Petkovitch Park - Water St (opp.)', 'Main St. - Chamber of Commerce', '150 Main St', 'DMV/ Regal Theater/ Holiday Inn']",14
Amador,Sutter Amador Hospital Emergency Department,"['Sutter/Amador Hospital', 'CVS Pharmacy', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Broadway & Clinton', 'Broadway & Clinton', 'Petkovitch Park - Water St', 'Petkovitch Park - Water St (opp.)', 'Petkovich Park @ Broadway', 'Broadway & Clinton', 'Main St. - Chamber of Commerce', '150 Main St', 'DMV/ Regal Theater/ Holiday Inn']",14
Amador,Sutter Amador Hospital Surgery Department,"['Sutter/Amador Hospital', 'CVS Pharmacy', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Broadway & Clinton', 'Broadway & Clinton', 'Petkovitch Park - Water St', 'Petkovitch Park - Water St (opp.)', 'Petkovich Park @ Broadway', 'Broadway & Clinton', 'Main St. - Chamber of Commerce', '150 Main St', 'DMV/ Regal Theater/ Holiday Inn']",14
Amador,Sutter Amador Hospital Birth Center,"['Sutter/Amador Hospital', 'CVS Pharmacy', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Broadway & Clinton', 'Broadway & Clinton', 'Petkovitch Park - Water St', 'Petkovitch Park - Water St (opp.)', 'Petkovich Park @ Broadway', 'Broadway & Clinton', 'Main St. - Chamber of Commerce', '150 Main St', 'DMV/ Regal Theater/ Holiday Inn']",14
Amador,Sutter Medical Foundation,"['Sutter/Amador Hospital', 'Court St. Medical Complex', 'Jackson Hills Apts.', 'Senior Center', 'Petkovitch Park - Water St (opp.)', 'Petkovitch Park - Water St', 'Petkovich Park @ Broadway', '150 Main St', 'Main St. - Chamber of Commerce', 'Detert Park / Pool']",10
San Luis Obispo,Dignity Health - French Hospital Medical Center,"['San Luis Obispo', 'Marsh at Johnson', 'Johnson at Lizzie (S)', 'Johnson at Lizzie (N)', 'SAN LUIS OBISPO', 'Santa Rosa at Leff', 'Orange Belt Trailways Bus Stop', 'Santa Rosa at Buchon (N)', 'Santa Barbara at Church (N)', 'Santa Barbara at Church (SB) serving Amtrak', 'Santa Rosa at Pismo', 'Johnson at Bishop (S)', 'Johnson at Marsh', 'Marsh at Johnson', 'Johnson at Bishop (N)', 'Santa Rosa at Marsh', 'San Luis Obispo Station', 'Augusta at Bishop', 'Santa Barbara at High (S)', 'Santa Barbara at High (N)']",20
San Luis Obispo,Adventist Health Sierra Vista,"['Santa Rosa at Murray', 'Santa Rosa & Murray', 'Santa Rosa at Foothill', 'Santa Rosa & Murray', 'Foothill at Casa', 'Santa Rosa at Murray', 'Foothill at Casa (Mustang Village)', 'Santa Rosa at Oak (Santa Rosa Park)', 'Foothill at Chorro (E)', 'California at Stafford', 'Foothill at University Square (W)', 'Santa Rosa & Foothill', 'California at Taft', 'Ramona at Palomar', 'Foothill at Ferrini (W)', 'Mill at Johnson (W)', 'Mill at Johnson (E)', 'Mill at Santa Rosa (E)', 'Mill at Pepper (W)']",19
San Luis Obispo,Dignity Health - Arroyo Grande Community Hospital,"['Fair Oaks & Halcyon', 'Arroyo Grande Hospital', 'Grand & Halcyon', 'Grand & Alder', 'Grand & Alder', 'Arroyo Grande High School', 'Elm & Fair Oaks', 'Elm St Park', 'Elm & Fair Oaks', 'Grand @ AM PM', 'Arroyo Grande High School']",11
San Luis Obispo,Adventist Health Twin Cities,"['Twin Cities Hospital', 'Templeton Park & Ride', 'Bennett Way / Park & Ride Lot', 'Templeton Park and Ride']",4
San Luis Obispo,Family & Industrial Medical Center,"['Santa Rosa at Murray', 'Santa Rosa at Foothill', 'Santa Rosa & Murray', 'Santa Rosa & Murray', 'Foothill at Casa', 'Foothill at Chorro (E)', 'Foothill at Casa (Mustang Village)', 'Foothill at University Square (W)', 'Santa Rosa at Murray', 'Santa Rosa & Foothill', 'Santa Rosa at Oak (Santa Rosa Park)', 'Ramona at Palomar', 'Foothill at Ferrini (W)', 'California at Stafford', 'California at Taft', 'Foothill at Cuesta (W)', 'Ramona at S. Tassajara']",17
San Luis Obispo,Dignity Health - Marian Regional Medical Center,"['Church at S Palisades (Marian Regional Medical Center)', 'Marian Medical Center', 'Church at N Palisades (Marian Hospital) (Inbound)', 'Cypress at S Nicholson (Outbound)', 'Main at Palisades', 'Cypress at N Nicholson (Inbound)', 'Santa Maria Amtrak Bus Stop', 'Santa Maria (IHOP)', 'Suey at Main', 'Main at Ranch', 'Suey at Fesler (Inbound)', 'Suey at Fesler', 'Bradley at Jones (Allan Hancock College)', 'Jones at Vineyard Apartments (AHC)', 'Main at College']",15
